"","KingCounty.lat","KingCounty.long","KingCounty.id"
"241",47.3173,-122.319,3584000310
"242",47.5308,-122.376,8150100045
"243",47.6727,-122.299,1868901275
"244",47.3221,-122.216,6131600075
"245",47.6779,-122.353,9468200125
"246",47.3076,-122.395,8029510030
"247",47.6338,-122.072,2025069065
"248",47.5218,-122.357,7899800890
"249",47.2785,-122.213,3021059276
"250",47.6846,-122.345,3797001895
"251",47.3656,-122.278,3832710960
"252",47.4369,-122.111,1310430400
"253",47.4616,-121.711,1422300030
"254",47.5405,-122.27,1105000588
"255",47.3507,-122.178,3830630060
"256",47.6979,-122.32,5101404898
"257",47.5278,-122.345,7972601890
"258",47.4756,-122.147,5127001620
"259",47.4437,-121.772,9407100800
"260",47.7048,-122.109,1873100060
"261",47.6362,-122.302,8722101360
"262",47.4207,-122.29,8644000060
"263",47.6154,-122.047,3325069129
"264",47.5964,-122.299,1400300055
"265",47.4683,-122.438,2123039032
"266",47.4045,-122.171,8078560140
"267",47.5544,-122.358,3438500192
"268",47.6802,-122.29,7974200510
"269",47.2988,-122.371,2557000400
"270",47.6312,-122.223,7960900060
"271",47.7285,-122.042,4054500390
"272",47.7107,-122.352,6378500125
"273",47.3271,-122.323,1745100140
"274",47.5053,-122.255,2976800796
"275",47.6601,-122.4,4235400186
"276",47.4145,-122.166,4215100060
"277",47.4672,-122.165,9189700045
"278",47.7618,-122.261,1126049053
"279",47.3828,-122.071,2022069200
"280",47.5362,-122.268,9412900055
"281",47.3954,-122.206,1722059235
"282",47.5048,-122.272,6874200960
"283",47.6166,-122.287,7424700045
"284",47.6811,-122.025,7202360350
"285",47.7486,-122.23,5634500392
"286",47.3846,-122.169,1509500060
"287",47.7564,-122.144,7214810350
"288",47.7198,-122.193,6647200060
"289",47.5461,-122.151,9552700140
"290",47.5712,-122.143,2200500350
"291",47.4281,-122.343,6113400046
"292",47.7128,-122.223,6619910140
"293",47.3341,-122.255,1115450240
"294",47.5399,-122.181,6073240060
"295",47.5717,-122.375,9297300045
"296",47.5951,-122.017,9510920070
"297",47.3536,-122.144,5468730030
"298",47.5084,-122.154,8079030390
"299",47.5586,-122.311,600000152
"300",47.4427,-122.274,1840000030
"301",47.6053,-122.077,3225069065
"302",47.3494,-122.301,3260800030
"303",47.6933,-122.393,2747100024
"304",47.3537,-122,5104530560
"305",47.476,-122.337,4330600350
"306",47.6239,-122.298,5016001535
"307",47.7776,-122.384,7280300196
"308",47.6459,-122.058,8651520400
"309",47.6692,-122.297,7171200445
"310",47.5376,-122.18,3204800200
"311",47.601,-122.294,3416600800
"312",47.529,-121.837,7994700030
"313",47.6345,-122.367,1860600135
"314",47.5503,-122.102,4139480200
"315",47.5503,-122.102,4139480200
"316",47.4441,-122.125,1328320800
"317",47.7357,-122.333,7771300125
"318",47.346,-122.157,3422059208
"319",47.6638,-122.345,9521101455
"320",47.48,-122.336,4337000335
"321",47.6759,-122.151,325059286
"322",47.5162,-122.057,2597650240
"323",47.2639,-122.252,3353400435
"324",47.2929,-122.371,7972000240
"325",47.4957,-122.352,7520000520
"326",47.4957,-122.352,7520000520
"327",47.7721,-122.093,3530210260
"328",47.644,-122.319,1959700550
"329",47.472,-122.344,1665400045
"330",47.592,-122.166,9542850320
"331",47.669,-122.275,3179100060
"332",47.42,-122.323,2946001550
"333",47.1913,-122.012,8078490390
"334",47.6666,-122.331,9550201550
"335",47.5639,-122.217,191100045
"336",47.3483,-122.052,5009600070
"337",47.7648,-122.164,200350070
"338",47.6794,-122.357,2877103726
"339",47.7535,-122.354,405100295
"340",47.4945,-122.22,4268200055
"341",47.6945,-122.093,3126069068
"342",47.5222,-122.157,1115300070
"343",47.7222,-122.32,6414100671
"344",47.3796,-122.49,7004200060
"345",47.5374,-121.875,7852110140
"346",47.4897,-122.24,3969300030
"347",47.4897,-122.24,3969300030
"348",47.4716,-122.078,4048400070
"349",47.3581,-122.173,808000070
"350",47.7713,-122.307,7374200030
"351",47.675,-121.854,7325600160
"352",47.5603,-122.222,2757000030
"353",47.4147,-122.337,616000140
"354",47.68,-122.353,3363900111
"355",47.3117,-122.27,9262800171
"356",47.543,-122.28,6607000126
"357",47.3607,-122.034,5416510830
"358",47.5759,-122.137,2201500030
"359",47.6891,-122.159,325059171
"360",47.565,-122.381,952003285
"361",47.6359,-121.974,3211290370
"362",47.4769,-122.141,1072010350
"363",47.3845,-122.029,8856950070
"364",47.6743,-122.184,925059078
"365",47.5651,-122.164,7855801090
"366",47.4853,-121.709,723099065
"367",47.4508,-122.359,6116500075
"368",47.6375,-122.016,1118500030
"369",47.5944,-122.042,424069250
"370",47.4888,-122.182,3291800710
"371",47.5112,-122.19,6838700060
"372",47.7711,-122.341,2231500030
"373",47.7711,-122.341,2231500030
"374",47.2813,-122.345,7683900200
"375",47.5038,-122.189,8155830060
"376",47.5823,-121.97,98020310
"377",47.7164,-122.304,9423400140
"378",47.3624,-122.045,1545804860
"379",47.6831,-122.329,2883200160
"380",47.592,-122.307,7132300695
"381",47.7461,-122.195,1726059053
"382",47.7268,-122.06,624111000
"383",47.7237,-121.959,808300310
"384",47.6283,-122.095,8563040160
"385",47.5543,-122.148,713500030
"386",47.5483,-122.226,8651600160
"387",47.7591,-122.146,9517200030
"388",47.4612,-122.169,2460700700
"389",47.4987,-122.365,1223039290
"390",47.772,-122.358,2890100060
"391",47.5287,-122.35,7972600860
"392",47.6109,-122.114,8857320070
"393",47.7736,-121.901,4047200695
"394",47.6294,-122.218,1653500070
"395",47.5634,-122.213,1923000030
"396",47.7405,-122.241,3649100320
"397",47.5976,-122.118,7375300160
"398",47.5722,-122.129,5175800060
"399",47.5644,-122.289,1604601375
"400",47.4556,-122.157,2473251090
"401",47.6055,-122.305,9126100861
"402",47.1775,-122.022,3420069065
"403",47.6879,-122.385,6021501685
"404",47.4807,-121.779,1151100070
"405",47.3845,-122.032,8856950240
"406",47.5815,-122.402,9385200055
"407",47.6609,-122.344,7821200390
"408",47.3163,-122.188,8078520310
"409",47.4309,-122.191,1565950030
"410",47.401,-122.026,1560930070
"411",47.404,-122.191,6700400140
"412",47.3889,-122.482,2422029094
"413",47.7718,-122.095,1774220160
"414",47.7067,-122.2,1525200060
"415",47.504,-122.227,1678400105
"416",47.7015,-122.164,3426059070
"417",47.5753,-121.95,824079032
"418",47.7448,-122.333,2697100140
"419",47.7318,-121.982,8724300030
"420",47.5954,-121.95,8678500060
"421",47.6885,-122.337,625049299
"422",47.5724,-122.179,6073200075
"423",47.5272,-122.169,6388900710
"424",47.4334,-122.161,1442860160
"425",47.6073,-122.308,7942600310
"426",47.3592,-122.046,1545808560
"427",47.4546,-122.337,936000060
"428",47.6408,-122.219,9808650060
"429",47.7245,-122.2,3754700160
"430",47.4362,-122.178,305500140
"431",47.3739,-122.156,5468750060
"432",47.7205,-122.127,2944010240
"433",47.6636,-122.33,3454000060
"434",47.4324,-122.197,646910160
"435",47.7734,-122.224,8564950390
"436",47.559,-122.164,2268400350
"437",47.633,-122.041,7504101040
"438",47.6954,-122.103,11500890
"439",47.6776,-122.318,9528102772
"440",47.504,-122.382,284000223
"441",47.2613,-122.255,3353401710
"442",47.3417,-122.271,8159610030
"443",47.6694,-122.275,3179100435
"444",47.4056,-121.955,822079033
"445",47.3838,-122.289,8857600960
"446",47.7487,-122.082,1774000200
"447",47.5534,-122.078,2024069128
"448",47.7355,-122.18,1049010390
"449",47.7206,-122.211,7905370390
"450",47.7691,-122.262,4140090240
"451",47.7183,-122.258,4055700030
"452",47.7736,-122.214,3775300030
"453",47.362,-122.029,2525300030
"454",47.5698,-122.121,1324059104
"455",47.5505,-122.221,2287000030
"456",47.7605,-122.234,7702010030
"457",47.7356,-122.157,1529200340
"458",47.3844,-122.438,2122039094
"459",47.4904,-122.226,1742800030
"460",47.3663,-122.089,1796360350
"461",47.5637,-122.123,6154500070
"462",47.3759,-122.125,1843100340
"463",47.3912,-122.167,8944290160
"464",47.3305,-122.371,4166600473
"465",47.7617,-122.357,7282300125
"466",47.6499,-121.909,8658300340
"467",47.7311,-122.353,2419600075
"468",47.3701,-122.107,2621760350
"469",47.4857,-122.318,1723049270
"470",47.3724,-122.042,4123840310
"471",47.4855,-122.266,2172000075
"472",47.6336,-122.064,8651611170
"473",47.717,-122.281,8820902200
"474",47.6332,-122.066,8651610890
"475",47.5906,-122.062,1853080570
"476",47.5461,-121.998,3629920030
"477",47.5674,-122.29,1604602050
"478",47.6943,-122.29,6844700810
"479",47.5486,-122.38,66000070
"480",47.6658,-122.188,6665800030
"481",47.5772,-122.153,2205700350
"482",47.3875,-122.161,5466000030
"483",47.6344,-122.174,6189200125
"484",47.5275,-122.391,9169600135
"485",47.6179,-122.005,2625069070
"486",47.3078,-122.378,8732131090
"487",47.5521,-122.137,9286000240
"488",47.5158,-122.264,1895000260
"489",47.5985,-121.977,8691370400
"490",47.5645,-122.082,5423010350
"491",47.6734,-122.154,8562501040
"492",47.4734,-122.186,2475200140
"493",47.3811,-122.087,7942100310
"494",47.7081,-122.215,3760000030
"495",47.7193,-122.216,1727500340
"496",47.6192,-122.301,9828702519
"497",47.5836,-122.387,4432600075
"498",47.3841,-122.284,7806300030
"499",47.5872,-122.39,9274202270
"500",47.5322,-121.88,7852030960
"501",47.5416,-121.864,7852170140
"502",47.6799,-122.381,7518503335
"503",47.3672,-122.151,5467900070
"504",47.684,-122.205,1245002952
"505",47.4404,-122.191,8906200070
"506",47.4467,-122.281,5379805885
"507",47.6729,-122.363,2769600560
"508",47.5346,-122.385,9238901420
"509",47.6454,-122.373,5113400431
"510",47.6821,-122.196,3885805665
"511",47.7206,-122.11,8121200810
"512",47.4877,-122.139,5126310400
"513",47.6554,-122.018,7322910030
"514",47.7343,-122.347,2827100070
"515",47.5789,-122.393,9276201895
"516",47.7439,-122.339,4402700070
"517",47.3818,-122.225,1922059046
"518",47.6734,-122.173,925059288
"519",47.6415,-122.285,4386700135
"520",47.4711,-122.084,1923069078
"521",47.452,-122.177,1432400335
"522",47.4973,-122.221,1180003090
"523",47.7546,-122.341,726049331
"524",47.4667,-122.215,3340401555
"525",47.5186,-122.374,7453000070
"526",47.6221,-122.193,4348800030
"527",47.683,-122.039,7202331420
"528",47.6033,-121.943,3225079035
"529",47.7315,-122.305,6381500700
"530",47.6917,-122.084,339500160
"531",47.3608,-122.056,1545807610
"532",47.2852,-122.19,1843200240
"533",47.5931,-122.071,4403600270
"534",47.4097,-122.316,2008200060
"535",47.3105,-122.021,1521069070
"536",47.4296,-122.161,2459500310
"537",47.7373,-122.197,6204420070
"538",47.6582,-122.345,5694500105
"539",47.3577,-122.16,5466410030
"540",47.449,-122.205,9485740340
"541",47.4169,-122.348,622049114
"542",47.5025,-122.186,2270000070
"543",47.3644,-122.28,1310900260
"544",47.5896,-122.009,224069094
"545",47.3914,-122.169,7800800160
"546",47.7197,-122.131,2944000240
"547",47.5623,-122.116,4139400710
"548",47.5213,-122.357,7899800860
"549",47.4518,-122.16,2473420140
"550",47.4949,-122.3,5000500055
"551",47.5885,-122.248,4099500935
"552",47.6452,-122.411,1373800295
"553",47.749,-122.305,4025300135
"554",47.4727,-122.198,3294700310
"555",47.7403,-122.256,8718500075
"556",47.5146,-122.117,4309710240
"557",47.5666,-122.231,5486800070
"558",47.4339,-122.291,236400320
"559",47.6368,-122.097,4376700570
"560",47.3628,-122.075,8648100200
"561",47.52,-121.845,3624079046
"562",47.2953,-122.083,1921069084
"563",47.6935,-122.352,6431500140
"564",47.6239,-122.023,2725069050
"565",47.5846,-122.168,5307100060
"566",47.6969,-122.026,7203102050
"567",47.505,-122.259,561000075
"568",47.667,-122.289,2436701180
"569",47.6376,-122.353,809002765
"570",47.6929,-121.87,4045500710
"571",47.3572,-122.015,5104510270
"572",47.5816,-121.97,98020350
"573",47.5502,-122.311,1714900060
"574",47.6136,-122.299,1189000030
"575",47.4478,-122.161,2473360060
"576",47.4219,-122.007,222069082
"577",47.3521,-122.212,8669160310
"578",47.7466,-122.029,1526069135
"579",47.7727,-122.229,1088650310
"580",47.3062,-122.371,8945200860
"581",47.5422,-121.86,7853240200
"582",47.3366,-122.306,7511800070
"583",47.573,-122.409,2998800125
"584",47.7258,-122.177,3876300310
"585",47.4025,-122.176,5419800510
"586",47.476,-121.755,192460060
"587",47.6045,-122.307,7942601895
"588",47.6366,-122.058,7504010570
"589",47.3725,-122.06,1442740140
"590",47.5897,-122.292,6909200575
"591",47.6277,-121.972,2525069041
"592",47.1803,-121.974,3620069036
"593",47.4489,-122.188,2781280390
"594",47.3665,-122.017,9542830350
"595",47.4964,-122.251,1123049053
"596",47.492,-122.317,8018600765
"597",47.5496,-122.373,3278600240
"598",47.5008,-121.776,7846200070
"599",47.2846,-122.341,662310400
"600",47.5494,-122.216,8651100140
"601",47.7123,-122.027,8682250350
"602",47.3131,-122.115,3211230260
"603",47.3122,-121.996,4233400340
"604",47.6947,-122.125,7199350340
"605",47.5665,-122.018,3904901710
"606",47.425,-122.283,240000058
"607",47.6634,-122.34,6865200444
"608",47.7047,-122.373,9498200046
"609",47.3666,-122.084,1796380960
"610",47.7466,-122.242,5631500868
"611",47.6972,-122.35,3126049411
"612",47.6372,-122.395,2321300390
"613",47.5694,-122.001,3905040800
"614",47.6214,-122.024,4379400260
"615",47.3961,-122.188,5115000160
"616",47.7162,-122.309,2826049234
"617",47.6844,-122.113,6600700030
"618",47.5737,-122.018,3904930240
"619",47.4474,-121.771,9407110700
"620",47.3128,-122.184,1682500160
"621",47.4022,-122.171,8078570390
"622",47.5671,-122.391,3010300240
"623",47.2876,-122.212,9500900135
"624",47.682,-122.372,461001615
"625",47.7125,-122.331,6411600069
"626",47.496,-122.239,7812800565
"627",47.5876,-122.309,7548300731
"628",47.6821,-122.273,8925100390
"629",47.6581,-122.396,7010700292
"630",47.3496,-122.094,9485951170
"631",47.1951,-122.001,5437820310
"632",47.6539,-122.396,582000135
"633",47.5375,-122.178,3204800370
"634",47.7605,-122.267,8832900550
"635",47.6663,-122.326,9550204515
"636",47.6978,-122.13,7199330390
"637",47.3221,-122.215,6131600060
"638",47.4488,-122.275,5379805460
"639",47.2681,-122.31,7212652180
"640",47.5821,-122.39,6379500640
"641",47.5395,-122.39,4315700060
"642",47.336,-122.269,3329500060
"643",47.7679,-122.261,4140090320
"644",47.5818,-122.402,9385200045
"645",47.5317,-121.853,7852180340
"646",47.3647,-122.05,1545804340
"647",47.5338,-122.384,2490200320
"648",47.6681,-122.305,2218000335
"649",47.4152,-122.3,922049078
"650",47.5044,-122.35,2586800270
"651",47.4793,-122.346,4338800370
"652",47.7627,-122.076,7214700350
"653",47.5193,-122.274,3226200105
"654",47.555,-122.379,2324039036
"655",47.526,-121.826,7849202231
"656",47.655,-122.124,5196410260
"657",47.7022,-122.224,3760500116
"658",47.6718,-122.267,2985800030
"659",47.6327,-122.109,259900160
"660",47.6245,-122.198,708000030
"661",47.4761,-121.758,192460310
"662",47.5221,-122.045,9412200260
"663",47.7522,-122.278,1062100116
"664",47.7145,-122.311,6798100662
"665",47.7404,-122.11,1775920350
"666",47.4834,-122.159,2525500260
"667",47.7049,-122.353,6145600041
"668",47.6915,-122.381,3300701615
"669",47.336,-122.319,5151600340
"670",47.6597,-122.274,7613700521
"671",47.6759,-122.286,2710600045
"672",47.6988,-122.319,5101405124
"673",47.5427,-122.181,6067910030
"674",47.6462,-122.318,1959701890
"675",47.4406,-122.146,1402200340
"676",47.705,-122.202,3558900070
"677",47.4965,-121.785,7846700310
"678",47.5024,-122.271,3348401740
"679",47.5304,-122.387,3013300288
"680",47.544,-121.872,7852070060
"681",47.291,-122.368,5029450160
"682",47.6932,-122.006,3526069070
"683",47.3558,-122.004,5104540240
"684",47.5536,-122.359,3438500486
"685",47.6942,-122.321,5102400105
"686",47.5462,-122.182,2346200030
"687",47.2918,-122.346,1321710030
"688",47.5441,-121.882,7853290030
"689",47.6982,-122.298,1566100400
"690",47.7415,-122.101,1775800800
"691",47.4862,-122.224,9133600075
"692",47.5553,-122.22,5450900060
"693",47.4406,-122.141,1402600700
"694",47.6997,-122.316,8024200350
"695",47.6726,-122.03,3121500340
"696",47.3702,-122.185,7697870860
"697",47.5896,-122.083,7527200030
"698",47.3923,-122.311,2013200390
"699",47.3664,-122.1,766500030
"700",47.5894,-122.195,6664000030
"701",47.5708,-122.359,9349900105
"702",47.5156,-122.262,1895000045
"703",47.589,-122.177,6205500030
"704",47.6385,-122.37,7011200260
"705",47.4672,-122.291,41000454
"706",47.3444,-122.327,7203600550
"707",47.731,-122.191,9477200560
"708",47.7646,-122.271,4022907770
"709",47.5015,-122.124,5231000060
"710",47.2413,-121.972,6055000310
"711",47.4206,-122.183,3216900060
"712",47.3575,-122.28,7967200060
"713",47.6285,-122.025,8077210350
"714",47.3437,-122.316,7203000640
"715",47.7573,-122.22,2988000070
"716",47.3745,-122.275,3832200070
"717",47.7359,-122.309,3670500710
"718",47.7142,-122.286,8820903380
"719",47.7142,-122.286,8820903380
"720",47.3131,-121.998,4233400400
"721",47.3668,-122.031,3793500550
"722",47.6893,-122.349,6431000270
"723",47.635,-122.164,2225059214
"724",47.6664,-122.131,7694800270
"725",47.4938,-122.255,2171400197
"726",47.4525,-122.162,2473400340
"727",47.3825,-122.319,3530490070
"728",47.5326,-122.376,1932300075
"729",47.4818,-122.161,2525000510
"730",47.7287,-122.077,1853000510
"731",47.4908,-122.225,1742800060
"732",47.4429,-121.759,2723089104
"733",47.7336,-121.965,2619950350
"734",47.7591,-122.28,4021100045
"735",47.3591,-122.201,731500200
"736",47.4388,-122.162,2591820310
"737",47.7004,-122.368,3626039299
"738",47.5633,-122.131,9346980140
"739",47.6585,-122.273,6613000140
"740",47.3415,-122.272,8159610060
"741",47.3818,-122.2,7830800339
"742",47.695,-122.366,1588600045
"743",47.7479,-122.062,826069046
"744",47.7422,-122.073,1771000890
"745",47.6921,-122.38,3300701170
"746",47.7533,-122.198,7340500270
"747",47.5793,-122.402,9277200111
"748",47.7767,-122.239,293720140
"749",47.6988,-122.387,579003610
"750",47.7121,-122.214,1138020200
"751",47.7447,-122.313,3432500200
"752",47.5671,-122.405,1563102435
"753",47.5646,-122.317,3959400710
"754",47.717,-122.02,8682300890
"755",47.6374,-122.279,4385700765
"756",47.3272,-122.355,5149300200
"757",47.5511,-122.157,9323600060
"758",47.5912,-122.384,9273200140
"759",47.5987,-122.178,9542300320
"760",47.5132,-122.262,770000045
"761",47.6333,-121.97,6979900390
"762",47.5818,-122.387,6379500159
"763",47.7576,-121.934,826079094
"764",47.3608,-122.043,8856940060
"765",47.4987,-122.166,2972300060
"766",47.6216,-122.056,3575200070
"767",47.6051,-122.195,8146100270
"768",47.363,-122.08,8648200030
"769",47.6777,-122.287,208500160
"770",47.3384,-122.336,1196003428
"771",47.4598,-122.15,5104450990
"772",47.5089,-122.189,3343901234
"773",47.7751,-122.38,226039214
"774",47.6797,-122.362,1623300160
"775",47.5771,-122.144,2205500575
"776",47.6188,-122.114,4040800810
"777",47.4802,-122.279,2612000390
"778",47.6101,-122.295,3814400125
"779",47.3314,-122.172,7300400060
"780",47.6196,-122.286,1954700695
"781",47.475,-122.11,7230200340
"782",47.7146,-122.217,3191000240
"783",47.7073,-122.356,1139000069
