"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","minus100","minus1000","minus10000","minus2000","minus20000","minus30000","minus40000"
"52",7231300125,"20150217T000000",345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,5,5,492,90,4165,4165,4263
"53",7518505990,"20141231T000000",6e+05,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,14,14,1525,243,3339,3339,3674
"54",3626039271,"20150205T000000",585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,2,2,1477,152,3309,3309,3595
"55",4217401195,"20150303T000000",920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,2,2,1886,37,3477,3477,4073
"56",9822700295,"20140512T000000",885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,15,15,1843,76,3472,3472,4057
"57",9478500640,"20140819T000000",292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,16,16,359,35,2315,2315,3805
"58",2799800710,"20150407T000000",301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,16,16,371,46,2327,2327,3823
"59",7922800400,"20140827T000000",951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,0,0,773,22,3814,3814,4225
"60",8079040320,"20150223T000000",430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,29,29,537,36,4171,4171,4263
"61",1516000055,"20141210T000000",650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,12,12,369,36,3700,3700,4248
"62",9558200045,"20140828T000000",289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,18,18,375,36,3738,3738,4249
"63",5072410070,"20141021T000000",505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,24,24,369,48,3762,3762,4252
"64",9528102996,"20141207T000000",549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,196,196,1618,322,3406,3406,3846
"65",1189001180,"20140603T000000",425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,11,11,1810,54,3601,3601,4246
"66",3253500160,"20141120T000000",317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,6,6,1209,43,3898,3898,4245
"67",3394100030,"20140909T000000",975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,6,6,767,29,3871,3871,4229
"68",3717000160,"20141009T000000",287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,0,0,553,10,1996,1996,3799
"69",1274500060,"20140825T000000",204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,29,29,359,35,2227,2227,3684
"70",1802000060,"20140612T000000",1325000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,0,0,1306,57,3613,3613,4218
"71",1525059190,"20140912T000000",1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,0,0,632,9,3462,3462,4035
"72",1049000060,"20150105T000000",325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,6,6,365,11,3199,3199,3631
"73",8820901275,"20140610T000000",571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,40,40,1389,65,3323,3323,3596
"74",5416510140,"20140710T000000",360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,12,12,253,77,1873,1873,3049
"75",3444100400,"20150316T000000",349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,0,0,279,19,1857,1857,3192
"76",3276920270,"20141105T000000",832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,2,2,196,12,3107,3107,4090
"77",4036801170,"20141013T000000",380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,9,9,747,33,3771,3771,4212
"78",2391600320,"20150420T000000",480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,26,26,702,83,3805,3805,4245
"79",6300000287,"20140609T000000",410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,12,12,1459,73,3339,3339,3599
"80",1531000030,"20150323T000000",720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,0,0,249,30,1657,1657,2788
"81",5104520400,"20141202T000000",390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,0,0,224,41,1666,1666,2798
"82",7437100340,"20141222T000000",360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,0,0,249,59,1714,1714,2866
"83",9418400240,"20141028T000000",355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,4,4,1021,44,4163,4163,4240
"84",1523059105,"20150128T000000",356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,4,4,421,35,4028,4028,4263
"85",1133000671,"20140602T000000",315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,11,11,1316,89,3289,3289,3548
"86",4232902595,"20141114T000000",940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,25,25,1619,121,3493,3493,4168
"87",2599001200,"20141103T000000",305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,0,0,302,7,1578,1578,2670
"88",3342103156,"20140618T000000",461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,0,0,626,33,4203,4203,4263
"89",1332700270,"20140519T000000",215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,8,8,593,56,4206,4206,4263
"90",3869900162,"20140904T000000",335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,18,18,670,55,3976,3976,4245
"91",2791500270,"20140522T000000",243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,4,4,333,43,1536,1536,2547
"92",5036300431,"20150311T000000",1099880,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,13,13,1548,85,3436,3436,4028
"93",4168000060,"20150226T000000",153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,15,15,451,41,1811,1811,3464
"94",6021501535,"20140725T000000",430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,15,15,1506,91,3308,3308,3624
"95",6021501535,"20141223T000000",7e+05,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,15,15,1506,91,3308,3308,3624
"96",1483300570,"20140908T000000",905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,8,8,1154,21,3811,3811,4242
"97",3422049190,"20150330T000000",247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,0,0,559,8,2342,2342,3981
"98",1099611230,"20140912T000000",199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,3,3,325,45,1673,1673,2860
"99",722079104,"20140711T000000",314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,0,0,147,1,1842,1842,3240
"100",7338200240,"20140516T000000",437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,1,1,4,1,341,341,1391
"101",1952200240,"20140611T000000",850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,8,8,1835,114,3507,3507,4207
"102",5200100125,"20141027T000000",555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,25,25,1550,273,3372,3372,3711
"103",7214720075,"20141212T000000",699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,0,0,114,0,2707,2707,3407
"104",2450000295,"20141007T000000",1088000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,6,6,811,15,3868,3868,4229
"105",6197800045,"20140924T000000",290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0,0,435,7,3586,3586,4269
"106",1328310370,"20150402T000000",375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2,2,442,11,3362,3362,4269
"107",546000875,"20140523T000000",460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,15,15,1511,142,3324,3324,3628
"108",3530510041,"20140723T000000",188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2,2,558,2,2635,2635,4103
"109",1853000400,"20150305T000000",680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,1,1,254,1,3069,3069,3591
"110",3134100116,"20140827T000000",470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,1,1,644,3,3525,3525,4063
"111",9545230140,"20140725T000000",597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,18,18,360,49,3774,3774,4245
"112",3362400511,"20150304T000000",570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,91,91,1563,318,3393,3393,3750
"113",2525310310,"20140916T000000",272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,35,35,246,77,1855,1855,3015
"114",6126500060,"20141124T000000",329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,4,4,973,48,4163,4163,4240
"115",8961960160,"20141028T000000",480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,0,0,495,14,1857,1857,3205
"116",3626039325,"20141121T000000",740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2,2,1485,152,3315,3315,3599
"117",3362400431,"20140626T000000",518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,91,91,1563,318,3396,3396,3754
"118",4060000240,"20140623T000000",205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,16,16,758,16,4190,4190,4273
"119",3454800060,"20150108T000000",171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2,2,737,9,4144,4144,4272
"120",1695900060,"20150511T000000",535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,8,8,1387,29,3800,3800,4240
"121",7278700070,"20150102T000000",660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,0,0,316,0,2719,2719,3409
"122",6675500070,"20141119T000000",391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,0,0,748,9,3226,3226,3586
"123",3626039187,"20150406T000000",395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,20,20,1485,152,3318,3318,3599
"124",3524049083,"20141104T000000",445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,24,24,891,36,4198,4198,4261
"125",3275860240,"20140618T000000",770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,0,0,437,7,3234,3234,3838
"126",4389200955,"20150302T000000",1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,44,44,1047,118,3692,3692,4239
"127",4058801670,"20140717T000000",445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,0,0,761,17,4198,4198,4262
"128",8732020310,"20140717T000000",260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,5,5,319,31,1729,1729,3133
"129",2331300505,"20140613T000000",822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,74,74,1578,248,3399,3399,3824
"130",7853210060,"20150406T000000",430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,0,0,3,0,1355,1355,3176
"131",3668000070,"20150105T000000",212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,0,0,195,0,1433,1433,2487
"132",9545240070,"20150428T000000",660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,7,7,370,33,3771,3771,4245
"133",1243100136,"20140612T000000",784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,3,3,279,7,3197,3197,3821
"134",8929000270,"20140512T000000",453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,3,3,177,9,3244,3244,4189
"135",2767602356,"20150126T000000",675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,149,149,1544,212,3365,3365,3737
"136",921049315,"20140813T000000",199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,18,18,528,61,1877,1877,3559
"137",3655000070,"20140805T000000",220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,6,6,539,53,1921,1921,3675
"138",4027700812,"20140529T000000",452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,0,0,414,13,2968,2968,3424
"139",3992700335,"20140707T000000",382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,26,26,1395,65,3326,3326,3602
"140",2767603505,"20140507T000000",519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,149,149,1544,210,3379,3379,3762
"141",4232901525,"20140627T000000",665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,24,24,1652,181,3498,3498,4191
"142",1777500060,"20140708T000000",527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,0,0,780,8,3879,3879,4228
"143",1432900240,"20150508T000000",205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,3,3,420,20,3840,3840,4269
"144",6140100875,"20150415T000000",420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,5,5,1374,73,3283,3283,3568
"145",6071600370,"20150227T000000",5e+05,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,30,30,877,46,4069,4069,4254
"146",1526069017,"20141203T000000",921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,0,0,63,0,2807,2807,3484
"147",809001525,"20140625T000000",890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,34,34,1681,232,3500,3500,4204
"148",3224079105,"20140806T000000",430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,0,0,102,0,1799,1799,4127
"149",8075400570,"20141030T000000",258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,5,5,522,20,2821,2821,4138
"150",1994200024,"20141104T000000",511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,53,53,1584,339,3392,3392,3710
"151",3362900810,"20140820T000000",532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,139,139,1557,208,3383,3383,3672
"152",1324300398,"20150409T000000",560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,98,98,1612,213,3465,3465,4051
"153",537000445,"20150331T000000",282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,33,33,525,76,1870,1870,3561
"154",7855801670,"20150401T000000",2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,7,7,881,50,3971,3971,4228
"155",7920100045,"20140516T000000",350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,35,35,1694,254,3411,3411,3827
"156",8960000030,"20140728T000000",215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,9,9,435,17,3771,3771,4269
"157",6388930390,"20141120T000000",650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,9,9,644,28,4185,4185,4263
"158",8731900200,"20140807T000000",320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,11,11,336,52,1772,1772,3183
